venue_id,venue_name,city,state,capacity,elevation,latitude,longitude
3710,Ernest W. Spangler Stadium,Boiling Springs,NC,9000.0,253.207016,35.2457593,-81.6739887
3711,Estes Stadium,Conway,AR,10000.0,94.25577545,35.0802599,-92.460045
3706,Eccles Coliseum,Cedar City,UT,10000.0,1763.97644,37.6757919,-113.0773938
3774,Jayne Stadium,Morehead,KY,10000.0,228.1033936,38.1916481,-83.4253315
5799,Daly Field at Frank R. Campbell Stadium,Danville,VA,1200.0,,36.5859718,-79.3950228
3777,Joe Walton Stadium,Moon Township,PA,3000.0,351.4482422,40.521046,-80.2159227
3778,John F. Kennedy Stadium,Springfield,MO,5200.0,385.9,37.191041,-93.301713
4900,Kermit Tipton Stadium,Johnson City,TN,6600.0,544.1551514,36.3269334,-82.3710142
3790,Kessler Field,West Long Branch,NJ,4000.0,9.979202271,40.279379,-74.0092635
5389,Kessler Stadium,West Long Branch,NJ,4200.0,9.9,40.278953,-74.009451
3797,Ladd Peebles Stadium,Mobile,AL,33471.0,9.828813553,30.6730374,-88.0755704
3798,Lambeau Field,Greenbay,WI,80735.0,192.3498077,44.50131,-88.062273
3802,Lawrence A. Wien Stadium,Manhattan,NY,17000.0,10.95070267,40.8732697,-73.9164594
36,Leonidoff Field,Poughkeepsie,NY,5000.0,24.94474983,41.7191409,-73.9329549
4738,Levi's Stadium,Santa Clara,CA,68500.0,4.531901836,37.403,-121.97
3809,Louis Crews Stadium,Huntsville,AL,21000.0,214.9181061,34.7835363,-86.5784132
3811,Lubbers Stadium,Allendale,MI,10444.0,205.8,42.968996,-85.894735
3779,Manning Field at John L. Guidry Stadium,Thibodaux,LA,10500.0,3.23726368,29.7867254,-90.80455
4223,Marlins Park,Miami,FL,34000.0,1.853350639,25.778056,-80.219722
3662,AmFirst Stadium,Jacksonville,AL,24000.0,198.0679016,33.8201052,-85.76647
3493,Caesars Superdome,New Orleans,LA,73000.0,0.508185744,29.950833,-90.081111
3803,Legion Field,Birmingham,AL,72000.0,174.6382141,33.511389,-86.842778
3812,Lucas Oil Stadium,Indianapolis,IN,63000.0,216.3370361,39.760056,-86.163806
3839,MetLife Stadium,East Rutherford,NJ,82500.0,1.68149209,40.813611,-74.074444
3829,Memorial Stadium,Terre Haute,IN,12764.0,155.5213165,39.4746858,-87.3669599
3788,Kenneth P. LaValle Stadium,Stony Brook,NY,12300.0,32.63183975,40.9188829,-73.1242966
3791,Kibbie Dome,Moscow,ID,16000.0,794.4794922,46.7262921,-117.0173713
3824,Meade Stadium,Kingston,RI,8000.0,32.68801498,41.4879984,-71.5347458
3782,Johnson Hagood Stadium,Charleston,SC,11427.0,4.137742996,32.7936975,-79.9558183
3781,Johnny Unitas Stadium,Towson,MD,11200.0,117.6974106,39.3885683,-76.6159716
3826,Memorial Field,Hanover,NH,11000.0,152.3080139,43.701302,-72.2842781
3976,Mississippi Veterans Memorial Stadium,Jackson,MS,44215.0,108.4067383,32.3300053,-90.1795578
3814,M&T Bank Stadium,Baltimore,MD,71008.0,2.961556435,39.278056,-76.622778
3850,Municipal Stadium,Daytona Beach,FL,10000.0,9.516305923,29.173466,-81.117511
3858,O'Brien Stadium,Charleston,IL,10000.0,212.9662933,39.4804965,-88.1811618
3862,O'Kelly-Riddick Stadium,Durham,NC,10000.0,96.73323059,35.9738646,-78.896969
3864,Oliver C. Dawson Stadium,Orangeburg,SC,22000.0,67.29846191,33.4986313,-80.8446857
3868,Paladin Stadium,Greenville,SC,16000.0,303.2829285,34.920192,-82.4370917
5238,Panther Stadium,Prairie View,TX,15000.0,77.36286926,30.0937874,-95.9960913
3874,Paul Brown Stadium,Cincinnati,OH,66515.0,146.3,39.095555,-84.516071
3881,Princeton University Stadium,Princeton,NJ,27800.0,32.00296402,40.3457928,-74.6500047
3485,Providence Park,Portland,OR,19566.0,23.84255791,45.5215978,-122.6916811
3882,Provost Umphrey Stadium,Beaumont,TX,16000.0,3.981505394,30.04313,-94.069963
3932,Qualcomm Stadium,San Diego,CA,70561.0,16.28476334,32.7831122,-117.1195716
3889,Reinhart Field,Bronx,NY,3500.0,7,40.807528,-73.797744
3491,RFK Stadium,Washington,DC,45596.0,3.029993296,38.88981,-76.971809
3896,Rice-Totten Field,Itta Bena,MS,10000.0,39.88368607,33.5118304,-90.3397718
3897,Richardson Stadium,Davidson,NC,6000.0,249.4658203,35.4995744,-80.8428419
453,Robertson Stadium,Houston,TX,32000.0,9.6,29.722053,-95.349175
4751,Mewbourne Stadium,Tyler,TX,0.0,,32.3512601,-95.3010624
3908,Roy Kidd Stadium,Richmond,KY,20000.0,298.1834717,37.7344109,-84.2972854
3909,Roy Stewart Stadium,Murray,KY,16800.0,152.6495667,36.6215165,-88.3175531
3914,Sam Boyd Stadium,Whitney,NV,36800.0,490.0622253,36.085935,-115.01731
3925,Seibert Stadium,Homewood,AL,6700.0,208.0207825,33.463273,-86.795326
3928,Shotwell Stadium,Abilene,TX,15075.0,530.4555664,32.4336917,-99.6986246
3933,Soldier Field,Chicago,IL,61500.0,177.420578,41.8625,-87.616667
3761,Sonny Lubick Field at Hughes Stadium,Fort Collins,CO,34400.0,1574.920898,40.5621183,-105.1416248
3891,NRG Stadium,Houston,TX,71995.0,15.19169617,29.684722,-95.410833
3937,Sports Authority Field at Mile High,Denver,CO,76125.0,1583.532593,39.743889,-105.02
3810,Nissan Stadium,Nashville,TN,69143.0,121.0412598,36.166479,-86.7712898
844,Stambaugh Stadium,Youngstown,OH,20630.0,298.8893127,41.1092964,-80.6501885
3894,Rhodes Stadium,Elon,NC,14000.0,204.2487793,36.1101269,-79.5079979
3906,Roos Field,Cheney,WA,8500.0,750.2774658,47.49278,-117.587353
3878,Plaster Sports Complex,Springfield,MO,17337.0,402.368103,37.1976229,-93.2798119
3921,Schoellkopf Field,Ithaca,NY,21500.0,257.3187561,42.4439016,-76.4785398
3856,Nottingham Field,Greeley,CO,8500.0,1455.349976,40.403493,-104.705139
3913,Saluki Stadium,Carbondale,IL,15000.0,126.7586365,37.708637,-89.216212
3942,Stewart Stadium,Ogden,UT,17500.0,1451.553711,41.1918741,-111.9401391
3944,Strawberry Stadium,Hammond,LA,7408.0,13.7104578,30.5110264,-90.4685792
5319,SunTrust Park,Atlanta,GA,41084.0,289.7,33.890817,-84.467656
3950,Superior Dome,Marquette,MI,8000.0,186.4,46.560589,-87.393741
3952,Ted Wright Stadium,Savannah,GA,7500.0,6.564679146,32.0274346,-81.0687492
716,Torero Stadium,San Diego,CA,6000.0,57.95064545,32.7730674,-117.183721
1400,Toyota Stadium,Frisco,TX,20500.0,181.3815918,33.154444,-96.835278
4113,Tropicana Field,Saint Petersburg,FL,31042.0,12.19581413,27.768333,-82.653333
3962,Tucker Stadium,Cookeville,TN,16500.0,340.8609314,36.1780555,-85.506183
3969,University Field (NY),Albany,NY,10000.0,70.1,42.680981,-73.827276
717,Villanova Stadium,Villanova,PA,12500.0,127.3836746,40.0343329,-75.3367666
3979,Wagner College Stadium,Staten Island,NY,3300.0,63.39014053,40.614688,-74.090639
3988,Welcome Stadium,Dayton,OH,11000.0,222.4020081,39.7369239,-84.1981068
3688,Wildcat Stadium,Durham,NH,11015.0,19.05943298,43.1386231,-70.9393077
5440,Wildcat Stadium (TX),Abilene,TX,12000.0,520.9,32.472275,-99.710464
5400,William B. Greene Jr. Stadium,Johnson City,TN,7694.0,512.5,36.299084,-82.374117
3991,"William Dick"""" Price Stadium""""",Norfolk,VA,30000.0,4.916433334,36.8469442,-76.2600839
3997,Yale Bowl,New Haven,CT,61446.0,5.302621841,41.3132441,-72.9605333
4102,Yankee Stadium,New York,NY,54251.0,6.745362282,40.829167,-73.926389
3983,War Memorial Stadium (AR),Little Rock,AR,54120.0,112.1398163,34.749848,-92.330127
3768,InfoCision Stadium,Akron,OH,30000.0,321.2875061,41.0725534,-81.5083408
3712,EverBank Stadium,Jacksonville,FL,67858.0,1.336527586,30.323889,-81.6375
3970,State Farm Stadium,Glendale,AZ,65000.0,325.6211243,33.527607,-112.262559
2023,Walkup Skydome,Flagstaff,AZ,10000.0,2097.884766,35.1805483,-111.6528377
3998,Zable Stadium,Williamsburg,VA,12400.0,26.07615852,37.2730996,-76.7137202
3987,Washington-Grizzly Stadium,Missoula,MT,25217.0,970.345459,46.8638753,-113.9815042
3967,UNI-Dome,Cedar Falls,IA,16324.0,281.8959656,42.5156111,-92.4672307
3990,William H. Greene Stadium,Washington,DC,10000.0,53.46718979,38.925487,-77.021047
5913,Warrior Field at Raabe Stadium,Wauwatosa,WI,1700.0,,43.0494122,-88.0079271
3879,TowneBank Stadium,Newport News,VA,4200.0,,36.9775016,-76.42977
5812,Bernlohr Stadium,Bexley,OH,3000.0,,39.9692378,-82.936864
6116,Shentel Stadium,Winchester,VA,3000.0,,39.1852184,-78.1652404
5818,Farris Stadium,Danville,KY,3000.0,,37.6456488,-84.7721823
5928,Macalester Stadium,Saint Paul,MN,4000.0,,44.9497487,-93.0931028
5892,Armfield Athletic Center,Greensboro,NC,2200.0,,36.0726355,-79.7919754
5827,Tomasini Stadium,Mequon,WI,800.0,,43.2219088,-87.9822969
5897,Francis Field (MO),Saint Louis,MO,4000.0,,38.6264256,-90.1995853
7079,Laird Stadium,Northfield,MN,7500.0,,44.4582041,-93.161159
5996,Wilford Moore Stadium,Abilene,TX,3550.0,,32.44645,-99.7475905
5858,England Stadium,Jacksonville,IL,1468.0,,39.7343037,-90.2288356
5798,Jerry E. Apple Stadium,Sherman,TX,2500.0,,36.2452294,-101.8858689
5800,Jopson Athletic Complex,Bridgewater,VA,3500.0,,38.3820655,-78.9766975
5821,Fritz B. Burns Stadium,Claremont,CA,3000.0,,34.0966764,-117.7197785
6137,Walston-Hoover Stadium,Waverly,IA,4000.0,,42.7258451,-92.4746033
5919,Ron Roberts Field at the Banta Bowl,Appleton,WI,3634.0,,44.2613967,-88.4069744
5793,Macholtz Stadium,Anderson,IN,4300.0,,40.1053196,-85.6802541
6111,Cook Stadium,Terre Haute,IN,2500.0,,39.4667025,-87.4139119
5118,Redwood Bowl,Aracata,CA,0.0,,,
5263,Steele Stadium,Owensboro,KY,3000.0,122.5809097,37.742297,-87.119976
3920,Schmidt Stadium,Edwardsville,PA,1800.0,,33.707182,-85.51021468718943
3745,Greater Zion Stadium,Saint George,UT,10500.0,,37.1098868,-113.5674494
150,Jack Coffey Field,Bronx,NY,7000.0,,40.8466508,-73.8785937
7225,Polar Park,Worcester,MA,9508.0,,42.2625621,-71.8018877
4435,Robert B. Redman Stadium,Bloomsburg,PA,5000.0,,41.0044958,-76.4537302
3749,Hunter Stadium,Saint Charles,MO,7450.0,,38.7946252,-90.519829
5802,Belhaven Bowl Stadium,Jackson,MS,1200.0,,32.2990021,-90.1847691
5832,Justin F. Coressel Stadium,Defiance,OH,4000.0,,41.2844933,-84.3557802
6133,Ellis Oval at Zimman Field,Medford,MA,1000.0,,42.4184296,-71.1061639
5806,Whittier Field,Brunswick,ME,9000.0,,43.9145244,-69.9653278
5124,Homewood Field,Baltimore,MD,8500.0,,39.2908816,-76.610759
5805,Alumni Field (OH),Bluffton,OH,2600.0,,40.8934459,-83.8917849
5689,Seaverns Field At Harold Alfond Stadium,Waterville,ME,2000.0,,44.5520105,-69.6317121
5792,Pratt Field at Lehrman Stadium,Amherst,MA,2500.0,,42.3685658,-72.505714
5119,Maxwell Field,Mcminnville,OR,4000.0,,45.2100367,-123.194463
5901,David Smith Stadium at Ramer Field,River Falls,WI,2300.0,,44.8595111,-92.6265897
5900,Don and Nona Williams Stadium,Menomonie,WI,4500.0,,44.8755183,-91.9193422
980,Benedetti-Wehrli Stadium,Naperville,IL,4839.0,,41.7728699,-88.1479278
5869,LeGrand Stadium at 1st Community Credit Union Field,San Angelo,TX,5670.0,,31.4649685,-100.4405094
3642,Bobcat Stadium (MD),Frostburg,MD,4000.0,,39.6581425,-78.928357
6078,Pioneer Field (TN),Greeneville,TN,3500.0,,36.1631575,-82.8309861
4437,"Memorial Stadium (Clarion, PA)",Clarion,PA,5000.0,,41.2148975,-79.3857047
6064,Crain Family Stadium,Shawnee,OK,4000.0,,35.3272928,-96.9253004
3934,Southern Nazarene University Football Stadium,Bethany,OK,2500.0,,35.5186728,-97.6322648
6074,Grappone Stadium,Manchester,NH,4500.0,,42.9956397,-71.4547891
3606,Scheels Field at Nemzek Stadium,Moorhead,MN,5000.0,,46.8739081,-96.7538674
6033,Carl Smith Stadium,Wise,VA,3900.0,,36.9759345,-82.5757108
5933,Sea Foam Stadium,Saint Paul,MN,3500.0,,44.9497487,-93.0931028
6054,Fred G. Hughes Stadium,Joplin,MO,7000.0,,37.08418,-94.51323
4753,Greene Stadium,Liberty,MO,5000.0,,39.246479,-94.419079
6068,George Williams Athletic Complex,Raleigh,NC,2500.0,,35.7803977,-78.6390989
5785,Dickerson Stadium,Institute,WV,5000.0,,38.3836097,-81.7654665
6077,Stokes Stadium,Kirksville,MO,4000.0,,40.1948848,-92.5833939
4440,Sox Harrison Stadium,Edinboro,PA,6000.0,,41.8742225,-80.1317236
3800,Larry Wilcox Stadium,Atchison,KS,2500.0,,39.545816,-95.3326052
6031,Urbana University Stadium,Urbana,OH,3000.0,,40.1083912,-83.7524298
6223,Lawrence Tech Athletic Field,Southfield,MI,2300.0,,42.4733689,-83.2218731
3702,Durham County Memorial Stadium,Durham,NC,8500.0,,35.996653,-78.9018053
5847,Sponaugle-Williamson Field,Lancaster,PA,4000.0,,40.03813,-76.3056686
6069,Husky Stadium,Saint Cloud,MN,4198.0,,45.5616075,-94.1642004
6219,Fred J. Brown Athletic Complex,Defiance,OH,4500.0,,41.2844933,-84.3557802
6209,Henry Biesiot Activities Center,Dickinson,ND,0.0,,46.8791756,-102.7896242
3645,Bolstorff Field,Forest City,IA,0.0,,43.2626747,-93.6376741
3684,Citrus Stadium,Azusa,CA,10000.0,,34.1338751,-117.9056046
4853,Scott D. Miller Stadium,Dover,DE,2500.0,,39.158168,-75.5243682
4420,Florida Tech Panther Stadium,Melbourne,FL,0.0,,28.106471,-80.6371513
6283,A.J. Simeon Stadium,High Point,NC,15000.0,,35.9556924,-80.0053176
5922,Wildcat Field,Pineville,LA,7000.0,,31.3224044,-92.4343035
3794,Korb Field,South Euclid,OH,0.0,,41.5231076,-81.5184553
3938,Sports Complex (OH),Cincinnati,OH,0.0,,39.1014537,-84.5124602
3807,Lincoln Park Stadium,Forest Grove,OR,0.0,,45.5197452,-123.1114405
3869,Palmetto Ridge High School,Naples,FL,0.0,,26.1421976,-81.7942944
3880,Priest Field,Fulton,MO,0.0,,38.8467082,-91.9479586
3703,Durham County Stadium,Raleigh,NC,0.0,,35.7803977,-78.6390989
4438,O'Shields-Stevenson Stadium,Cheyney,PA,5000.0,,39.9284433,-75.5227033
4134,Salem Stadium,Salem,VA,0.0,,37.293378,-80.054667
3659,Bulldog Stadium (NE),Seward,NE,0.0,,40.8695533,-97.1706676
4580,Bulldawg Stadium,Copperas Cove,TX,0.0,,31.124062,-97.9030785
3837,"Memorial Stadium (Selma, AL)",Selma,AL,0.0,,32.4078632,-87.0207473
3943,Stillman Stadium,Tuscaloosa,AL,0.0,,33.2095614,-87.5675258
3939,St. Vincent Health Field,Indianapolis,IN,0.0,,39.7683331,-86.1583502
3804,Legions Field (FL),Lake Wales,FL,0.0,,27.9014133,-81.5859099
4583,Razorback Stadium (Texarkana),Texarkana,AR,0.0,,33.4254259,-94.0430937
6208,Sirrine Stadium,Greenville,SC,15000.0,,34.851354,-82.3984882
7505,Keiser Multi-Purpose Field,West Palm Beach,FL,0.0,,,
5840,Fred Selfe Stadium at Nicewonder Field,Meadowview,VA,5500.0,,37.3065238,-80.0267067
3769,Jack Britt Memorial Stadium,Painesville,OH,3000.0,,41.7244885,-81.245657
5875,Charlie W. Johnson Stadium,Columbia,SC,10000.0,,34.0007493,-81.0343313
